MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 15:30
10010803683,000000000022208324,1.342,Active Export Interval (kW),19-08-2025 15:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 15:00
10010803683,000000000022208324,0.836,Active Export Interval (kW),19-08-2025 15:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 14:30
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 14:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 14:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 14:00
10010803683,000000000022208324,0.004,Active Export Interval (kW),19-08-2025 13:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 13:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 13:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 13:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 12:30
10010803683,000000000022208324,0.024,Active Export Interval (kW),19-08-2025 12:30
10010803683,000000000022208324,0.018,Active Export Interval (kW),19-08-2025 12:00
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 12:00
10010803683,000000000022208324,0.018,Active Export Interval (kW),19-08-2025 11:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 11:30
10010803683,000000000022208324,0.074,Active Import Interval (kW),19-08-2025 11:00
10010803683,000000000022208324,0.010,Active Export Interval (kW),19-08-2025 11:00
10010803683,000000000022208324,0.010,Active Export Interval (kW),19-08-2025 10:30
10010803683,000000000022208324,0.274,Active Import Interval (kW),19-08-2025 10:30
10010803683,000000000022208324,0.218,Active Import Interval (kW),19-08-2025 10:00
10010803683,000000000022208324,0.002,Active Export Interval (kW),19-08-2025 10:00
10010803683,000000000022208324,0.006,Active Export Interval (kW),19-08-2025 09:30
10010803683,000000000022208324,0.100,Active Import Interval (kW),19-08-2025 09:30
10010803683,000000000022208324,0.000,Active Import Interval (kW),19-08-2025 09:00
10010803683,000000000022208324,0.004,Active Export Interval (kW),19-08-2025 09:00
10010803683,000000000022208324,0.000,Active Export Interval (kW),19-08-2025 08:30
10010803683,000000000022208324,0.002,Active Import Interval (kW),19-08-2025 08:30
